id,weapon_id,name,image,weight,description,dlc,requirements,damage type,category,passive effect,skill,FP cost
160,161,Godskin Peeler,http://eldenring.wiki.fextralife.com/file/Elden-Ring/godskin_peeler_twinblade_weapon_elden_ring_wiki_guide_200px.png,8.0,Unique twinblade wielded by Godskin Apostles characterized by its disturbing design. One end features a sickle for slicing attacks while the other boasts a winding spike for boring into flesh. Much skill is required to wield this weapon due to its asymmetric nature.,0,"{'Str': 17, 'Dex': 22}",Standard/Pierce,Twinblades,No passive effects,Black Flame Tornado,30
161,162,Gargoyle's Twinblade,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gargoyles_twinblade_twinblade_weapon_elden_ring_wiki_guide_200px.png,8.5,"Bronze twinblade wielded by Valiant Gargoyles. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions.",0,"{'Str': 18, 'Dex': 15}",Standard/Pierce,Twinblades,No passive effects,Spinning Slash,6( -12)
162,163,Gargoyle's Black Blades,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gargoyles_black_blades_twinblade_weapon_elden_ring_wiki_guide_200px.png,8.5,"Bronze twinblade wielded by Valiant Gargoyles, mended with blackened corpse wax. Deals holy damage. Such is the mark of those who serve Maliketh, the Black Blade.",0,"{'Str': 18, 'Dex': 15, 'Fai': 22}",Standard/Pierce,Twinblades,No passive effects,Spinning Slash,6 ( - 12)
163,164,Eleonora's Poleblade,http://eldenring.wiki.fextralife.com/file/Elden-Ring/eleonoras_poleblade_twinblade_weapon_elden_ring_wiki_guide_200px.png,6.0,"Twinned naginata forged in the Land of Reeds. Chosen weapon of Eleonora, Violet Bloody Finger. Her mastery of the sword was such that her onslaught was likened to a whirlwind, but now her legacy is stained by accursed blood.",0,"{'Str': 12, 'Dex': 21, 'Arc': 19}",Standard/Pierce,Twinblades,(55) Hemorrhage,Bloodblade Dance,11 ( - 6)
164,165,Black Steel Twinblade,http://eldenring.wiki.fextralife.com/file/Elden-Ring/black_steel_twinblade_twinblade_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,8.0,"Weapon of the Black Knights, servants of Messmer the Impaler. Twinblade of black steel with decorative embellishments in gold. Blessed with an Erdtree incantation. Further holy imbuement will amplify the effect and greatly increase the armament's power.",1,"{'Str': 18, 'Dex': 15, 'Fai': 13}",Standard/Pierce,Twinblades,No passive effects,Spinning Slash,6
165,166,Euporia,http://eldenring.wiki.fextralife.com/file/Elden-Ring/euporia_twinblade_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,8.5,"Twinblade symbolizing abundance. The secret treasure of the tower. Though the blades, fashioned from golden shoots, are largely wilted and darkened, their luster can be restored by dealing damage to foes. However, damage dealt to Those Who Live in Death will have no such effect.",1,"{'Str': 16, 'Dex': 16, 'Fai': 24}",Standard/Pierce,Twinblades,No passive effects,Euporia Vortex,28
166,167,Hand Axe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/hand_axe_weapon_elden_ring_wiki_guide_200px.png,3.5,"Commonly known as a hatchet, this smaller variety of axe is an everyday work tool. Despite its short reach, it is easy to handle, exceling in successive attacks.",0,"{'Str': 9, 'Dex': 8}",Standard,Axes,No passive effects,Quickstep,3
167,168,Forked Hatchet,http://eldenring.wiki.fextralife.com/file/Elden-Ring/forked_hatchet_weapon_elden_ring_wiki_guide_200px.png,2.5,"Peculiar hatchet wielded by imps. The gently undulating forked blade is known as an ""imp's tongue"" and causes blood loss.",0,"{'Str': 9, 'Dex': 14}",Standard,Axes,(50) Hemorrhage,Quickstep,3
168,169,Battle Axe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/battle_axe_weapon_elden_ring_wiki_guide_200px.png,4.5,"A thick, heavy blade attached to a handle. A versatile, standard weaponCapable of powerful attacks thanks to the weighty blade, these weapons are also regarded for their powerful charge attacks.",0,"{'Str': 12, 'Dex': 8}",Standard,Axes,No passive effects,Wild Strikes,1 (6 10)
169,170,Warped Axe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/warped_axe_weapons_elden_ring_wiki_guide_200px.png,7.5,"Oversized double-headed axe with a bizarre, almost melted appearance. Brute strength is the only thing required to wield this weapon, which appears to have taken quite the beating itself.",0,"{'Str': 24, 'Dex': 8}",Standard,Axes,No passive effects,War Cry,16
170,171,Jawbone Axe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/jawbone_axe_weapon_elden_ring_wiki_guide_200px.png,5.5,"Axe made from a herbivore's skull. Weapon of the ancestral followers who disdain metal. This axe is more of a bludgeon; it forgoes a bladed edge, instead using the beast's molar teeth to buffet foes, dealing strike damage.",0,"{'Str': 14, 'Dex': 8}",Strike,Axes,No passive effects,Wild Strikes,1 (6 10)
171,172,Iron Cleaver,http://eldenring.wiki.fextralife.com/file/Elden-Ring/iron_cleaver_weapon_elden_ring_wiki_guide_200px.png,6.0,"Fairly large iron cleaver, commonly used by the maltreated Misbegotten. Steeped in resentment, these weapons are swung wildly and relentlessly, often after rushing up to foes.",0,"{'Str': 15, 'Dex': 7}",Standard,Axes,No passive effects,Wild Strikes,1 (6 10)
172,173,Highland Axe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/highland_axe_weapon_elden_ring_wiki_guide_200px.png,4.5,Single-sided axe used by the warriors of the highlands. Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.,0,"{'Str': 12, 'Dex': 9}",Standard,Axes,Roar Buff,War Cry,16
173,174,Celebrant's Cleaver,http://eldenring.wiki.fextralife.com/file/Elden-Ring/celebrants-cleaver_weapon_elden_ring_wiki_guide_200px.png,4.5,"Cleaver decorated with many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village. Crafted from human bone. Grants trace amounts of runes upon landing attacks.",0,"{'Str': 12, 'Dex': 8}",Standard,Axes,No passive effects,Wild Strikes,2
174,175,Sacrificial Axe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/sacrificial_axe_weapon_elden_ring_wiki_guide_200px.png,5.5,Hatchet used in ancient sacrificial rite. A Deathbird is depicted as a malevolent deity. The power of the rite yet lingers. A small amount of FP is restored upon slaying a foe.,0,"{'Str': 16, 'Dex': 10}",Standard,Axes,No passive effects,Wild Strikes,2 (10 15)
175,176,Icerind Hatchet,http://eldenring.wiki.fextralife.com/file/Elden-Ring/icerind_hatchet_weapon_elden_ring_wiki_guide_200px.png,3.0,"A hatchet with a frost-coated blade. One of several gifts given by Castle Sol in the distant north. Known as ""freezing fog,"" the blade is thought to be a dragon's scale. Inflicts a powerful frost effect.",0,"{'Str': 11, 'Dex': 16}",Standard,Axes,(65) Frostbite,Hoarfrost Stomp,10
176,177,Ripple Blade,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ripple_blade_weapon_elden_ring_wiki_guide_200px.png,4.5,"Unique weapon wielded by young Albinaurics, this sword is modelled after the ripples that are thought to be the origin of their species. Its attack power is greatly enhanced with one's arcane attribute.",0,"{'Str': 11, 'Dex': 11, 'Arc': 20}",Standard,Axes,No passive effects,Wild Strikes,2 (10 15)
177,178,Stormhawk Axe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/stormhawk_axe_weapon_elden_ring_wiki_guide_200px.png,5.5,"Battle axe designed to resemble a hawk, with its wings comprising the blade. Signature weapon of warriors who strive to remain one with the storm, despite being so far from their place of birth. Their hearts are proud, and thereby easily undone.",0,"{'Str': 19, 'Dex': 15}",Standard,Axes,No passive effects,Thunderstorm,19 ( - 12)
178,179,Rosus' Axe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rosus_axe_weapon_elden_ring_wiki_guide_200px.png,5.5,"Usher of Death, Rosus, who shows the path to the catacombs throughout the Lands Between, is depicted on this ritual axe. The dead easily lose their way, and have always been in sore need of a guiding hand.",0,"{'Str': 18, 'Dex': 10, 'Int': 18}",Standard,Axes,No passive effects,Rosus's Summons,15
179,180,Forked-Tongue Hatchet,http://eldenring.wiki.fextralife.com/file/Elden-Ring/forked-tongue_hatchet_unique_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,4.0,"A peculiar weapon wielded by imps. Hatchet smithed in the shape of a fork-tongued dragon. The gently undulating forked blade is known as an ""imp's tongue"" and causes blood loss.",1,"{'Str': 10, 'Dex': 13}",Standar/Pierce,Axes,(50) Hemorrhage,Dragonform Flame,14
180,181,Smithscript Axe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/smithscript_axe_axes_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,5.0,Axe engraved with a smithscript. A throwing weapon created through the smithing arts. Execute a strong attack or jumping strong attack to throw the axe.,1,"{'Str': 13, 'Dex': 10, 'Int': 11, 'Fai': 11}",Standard,Axes,No passive effects,Wild Strikes,2
181,182,Messmer Soldier's Axe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/messmer_soldiers_axe_axes_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,5.5,"Weapon used by the soldiers who serve Messmer the Impaler. A steel axe, worn from use. A favorite of those who lost themselves utterly in their lord's war. Capable of performing powerful charge attacks.",1,"{'Str': 14, 'Dex': 10}",Standard,Axes,No passive effects,War Cry,16
182,183,Death Knight's Twin Axes,http://eldenring.wiki.fextralife.com/file/Elden-Ring/death_knights_twin_axes_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,5.5,"Golden war axes of the Death Knight. A pair of weapons made to be wielded in both hands. Crackles with lightning, the power of the capital's ancient dragon cult. The knight, once the personal guard of Godwyn, was also the protector of the Prince of Death's cadaver surrogate.",1,"{'Str': 14, 'Dex': 12, 'Fai': 16}",Standard,Axes,No passive effects,Blinkbolt: Twinaxe,8
183,184,Greataxe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/greataxe_greataxe_weapon_elden_ring_wiki_guide_200px.png,13.0,"Greataxe akin to a huge lump of iron. Recognized as the weapon of choice of badland chieftains.Too heavy to be wielded by those of merely ordinary strength, blows from this axe will flatten enemies, and the force of its charged attack is a sight to behold.",0,"{'Str': 30, 'Dex': 8}",Standard,Greataxes,No passive effects,Barbaric Roar,16
184,185,Crescent Moon Axe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/crescent_moon_axe_greataxe_weapon_elden_ring_wiki_guide_200px.png,12.5,"Greataxe with a large, arcing blade and long handle. The ""Crescent Moon"" of its name is said to have been spurred by nostalgia. Specializes in sweeping through foes by making use of its long handle.",0,"{'Str': 25, 'Dex': 15}",Standard,Greataxes,No passive effects,War Cry,16
185,186,Longhaft Axe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/longhaft_axe_elden_ring_wiki_guide_200px.png,12.5,"Large iron axe with a long handle. Weapon of the maltreated Misbegotten. Making use of the force generated by its length, this weapon's resentment-charged blows are difficult to stop.",0,"{'Str': 24, 'Dex': 8}",Standard,Greataxes,No passive effects,War Cry,16
186,187,Executioner's Greataxe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/executioners_greataxe_greataxe_weapon_elden_ring_wiki_guide_200px.png,15.0,"Bulky cleaver welded to a long haft. Said to have been used to dispatch the remnants of defeated armies, felling them like timber. Perhaps that is the reason it excels at critical hits.",0,"{'Str': 34, 'Dex': 8}",Standard,Greataxes,No passive effects,War Cry,16
187,188,Great Omenkiller Cleaver,http://eldenring.wiki.fextralife.com/file/Elden-Ring/great_omenkiller_cleaver_elden_ring_wiki_guide_200px.png,11,"The blade of this huge, loathsome cleaver comprises a row of amputated Omen horns. Weapon of slaughter wielded by Omen killers. The hideous horns cause blood loss, adding vibrant colors to the ongoing mayhem.",0,"{'Str': 23, 'Dex': 12}",Standard,Greataxes,(55) Hemorrhage,Wild Strike,2 (per swing)
188,189,Rusted Anchor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rusted_anchor_greataxe_weapon_elden_ring_wiki_guide_200px.png,12.5,"A rusty anchor wielded as a weapon. Each of its four flukes is thick and sharp, enabling piercing attacks. While the Tarnished left the Lands Between with their Lord, one boat alone was said to have been left behind.",0,"{'Str': 26, 'Dex': 9}",Pierce,Greataxes,No passive effects,Barbaric Roar,16
189,190,Butchering Knife,http://eldenring.wiki.fextralife.com/file/Elden-Ring/butchering_knife_greataxe_weapon_elden_ring_wiki_guide_200px.png,8.5,"Huge carving knife made to cleanly butcher the human body.Signature weapon of the Ogress Anastasia, known to have eatencountless Tarnished while disguised as a Finger Maiden. Restores a very small amount of HP when it squarely strikes an enemy.",0,"{'Str': 16, 'Dex': 20}",Standard,Greataxes,No passive effects,Barbaric Roar,16
190,191,Gargoyle's Great Axe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gargoyles_great_axe_greataxe_weapon_elden_ring_wiki_guide_200px.png,8.5,"Bronze greataxe wielded by Valiant Gargoyles. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions.",0,"{'Str': 24, 'Dex': 8}",Standard,Greataxes,No passive effects,War Cry,16
191,192,Gargoyle's Black Axe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gargoyles_black_axe_greataxe_weapon_elden_ring_wiki_guide_200px.png,8.5,"Bronze greataxe wielded by Valiant Gargoyles, mended with blackened corpse wax. Deals holy damage. Such is the mark of those who serve Maliketh, the Black Blade.",0,"{'Str': 24, 'Dex': 8, 'Fai': 22}",Standard,Greataxes,No passive effects,War Cry,16
192,193,Winged Greathorn,http://eldenring.wiki.fextralife.com/file/Elden-Ring/winged_greathorn_greataxe_weapon_elden_ring_wiki_guide_200px.png,11.0,"Distinctive horn suffused with the power of ancestral spirits. This large, wing-shaped specimen is wielded as a weapon of spirit worship.In the ancestral spirit-worshipping faith, these are considered envoys' wings, made to reap the lives of beings which experience no sprouting.",0,"{'Str': 30, 'Dex': 20}",Standard,Greataxes,No passive effects,Soul Stifler,12
193,194,Axe of Godrick,http://eldenring.wiki.fextralife.com/file/Elden-Ring/axe_of_godrick_greataxe_weapon_elden_ring_wiki_guide_200px.png,11,"Greataxe wielded by Godrick the Grafted. This golden battleaxe is emblazoned with the figure of a beast, representing the strength of Godfrey, First Elden Lord and patriarch of the golden lineage. ""I command thee kneel! For I am the lord of all that is golden!""",0,"{'Str': 34, 'Dex': 22}",Standard,Greataxes,No passive effects,"I Command Thee, Kneel!",15
194,195,Putrescence Cleaver,http://eldenring.wiki.fextralife.com/file/Elden-Ring/putrescence_cleaver_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,13.5,Weapon wielded by the Putrescent Knight. A great cleaver of hardened putrescence affixed to an arch fashioned from human bones. Gains power from the wielder's arcane attribute.,1,"{'Str': 28, 'Dex': 10, 'Arc': 15}",Slash,Greataxes,(55) Frostbite,Spinning Guillotine,12
195,196,Death Knight's Longhaft Axe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/death_knights_longhaft_axe_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,11.5,"A long-hafted golden axe wielded by the Death Knight. Bears a representation of a decayed golden ring. Crackles with lightning, the power of the capital's ancient dragon cult. The knight, once the personal guard of Godwyn, was also the protector of the Prince of Death's cadaver surrogate.",1,"{'Str': 23, 'Dex': 10, 'Fai': 18}",Standard,Greataxes,No passive effects,Blinkbolt: Long-hafted Axe,8
